d,l,nc,w,association,birth_date,class,country,dob,fname,height1,height2,lname,locality,name1,nick1,nick2,reach,sapm,slpm,stance,str_acc,str_def,sub_avg,td_acc,td_avg,td_def,weight1,weight2
0,4,,7,,1990-05-02,Heavyweight,United States,1990-05-02,Alex,76.0,76.0,Nicholson,"Apopka, Florida",Alex Nicholson,The Spartan,The Spartan,81.0,4.65,4.12,Orthodox,0.43,0.47,0.5,0.0,0.0,0.5,185.0,227.0
0,8,,21,Marajo Brothers Team,1982-11-17,Middleweight,Brazil,1982-11-18,Ildemar,74.0,74.0,Alcantara,"Soure, Para",Ildemar Alcantara,Marajo,Marajo,78.0,2.63,1.93,Orthodox,0.38,0.5,0.9,0.68,2.0,0.81,185.0,185.0
0,7,,15,American Top Team,1978-07-24,Welterweight,United States,1978-07-24,Nathan,70.0,70.0,Coy,"Portland, Oregon",Nathan Coy,Soulforce,Soulforce,69.0,2.4,3.88,Southpaw,0.52,0.61,0.0,0.47,3.17,0.5,170.0,170.0
0,5,,12,,1976-10-05,Light Heavyweight,United States,1976-10-05,Matt,73.0,74.0,Hamill,"Loveland, Ohio",Matt Hamill,The Hammer,The Hammer,76.0,3.8,3.69,Orthodox,0.42,0.61,0.0,0.34,3.0,0.91,205.0,205.0
1,13,,30,Silverbacks Vale Tudo,1970-12-31,Welterweight,United States,1968-10-22,Phil,62.0,62.0,Johns,"Canton, Illinois",Phil Johns,,Little Giant,,1.8,1.2,Southpaw,0.66,0.5,0.0,0.0,0.0,0.5,170.0,160.0
0,3,,12,Gracie Technics,1989-05-21,Bantamweight,United States,1989-05-21,Dustin,67.0,66.0,Kimura,"Honolulu, Hawaii",Dustin Kimura,The Diamond,The Diamond,71.0,3.82,1.33,Orthodox,0.21,0.51,2.2,0.37,0.93,0.5,135.0,136.0
0,5,1.0,11,Team Vision,1982-12-05,Lightweight,United States,1982-12-05,Roger,69.0,68.0,Bowling,"Cincinnati, Ohio",Roger Bowling,Relentless,Relentless,68.0,3.86,3.9,Orthodox,0.47,0.51,0.9,0.43,3.09,0.27,155.0,155.0
0,16,1.0,34,Xtreme Couture,1979-07-05,Lightweight,Canada,1979-07-05,John,70.0,70.0,Alessio,"Vancouver, British Columbia",John Alessio,The Natural,The Natural,72.0,2.46,1.87,Orthodox,0.35,0.57,1.0,0.36,1.78,0.72,155.0,155.0
0,4,,11,Pit MMA,1988-10-23,Middleweight,United States,1988-10-25,Jake,75.0,75.0,Collier,"Cuba, Missouri",Jake Collier,The Prototype,,78.0,3.69,4.15,Orthodox,0.39,0.52,0.5,0.23,0.72,0.67,205.0,185.0
0,16,,28,Alliance MMA,1986-05-26,Featherweight,United States,1986-05-25,Jeremy,68.0,69.0,Stephens,"Des Moines, Iowa",Jeremy Stephens,Lil' Heathen,Lil' Heathen,71.0,2.84,3.08,Orthodox,0.4,0.59,0.4,0.36,1.11,0.64,145.0,145.0
0,4,,14,Serra-Longo Fight Team,1984-06-17,Middleweight,United States,1984-06-17,Chris,74.0,74.0,Weidman,"Baldwin, New York",Chris Weidman,The All-American,All-American,78.0,3.23,3.15,Orthodox,0.42,0.51,1.0,0.52,3.76,0.73,185.0,185.0
0,4,1.0,8,,1981-11-24,Lightweight,United States,1974-11-26,Richie,68.0,,Hightower,"Phoenix, Arizona",Richie Hightower,The Dirty Samurai,The Dirty Samurai,,6.92,4.62,Orthodox,0.35,0.21,0.0,1.0,3.46,1.0,170.0,155.0
0,4,,18,X-Gym,1982-11-30,Featherweight,Brazil,1982-11-30,Diego,66.0,66.0,Nunes,"Caxias do Sul, Rio Grande do Sul",Diego Nunes,The Gun,The Gun,67.0,2.59,2.72,Orthodox,0.43,0.58,0.6,0.44,1.18,0.65,145.0,145.0
1,17,1.0,51,Tiger Muay Thai,1980-11-27,Welterweight,United States,1980-11-27,Brian,72.0,72.0,Ebersole,"Bradley, Illinois",Brian Ebersole,Bad Boy,Bad Boy,73.0,2.14,2.32,Southpaw,0.49,0.56,0.1,0.23,1.7,0.61,170.0,170.0
0,3,,7,AMC Pankration,1984-01-07,Lightweight,United States,1984-01-07,Caros,69.0,69.0,Fodor,"Kirkland, Washington",Caros Fodor,The Future,The Future,76.0,2.83,2.76,Orthodox,0.54,0.54,0.0,0.25,2.1,0.5,155.0,156.0
0,17,1.0,41,MMA Lab,1982-09-23,Welterweight,United States,1982-09-23,Joe,72.0,72.0,Riggs,"Phoenix, Arizona",Joe Riggs,Diesel,Diesel,70.0,1.69,2.41,Southpaw,0.51,0.57,0.6,0.55,2.45,0.62,185.0,170.0
0,3,1.0,6,Gamebred Submission Fighting,1987-06-24,Welterweight,Australia,1987-06-24,Brendan,67.0,68.0,O'Reilly,"Brisbane, Queensland",Brendan O'Reilly,Badger,The Badger,69.0,2.77,1.9,Orthodox,0.47,0.39,0.6,0.43,2.22,0.36,170.0,170.0
0,3,,10,Jackson-Wink MMA,1990-04-07,Bantamweight,Russia,1990-04-07,Azamat,66.0,69.0,Gashimov,Dagestan,Azamat Gashimov,,Tough Guy,66.0,4.75,1.24,Orthodox,0.21,0.53,0.0,0.25,1.69,0.0,125.0,135.0
0,5,,8,Countershot MMA,1987-08-19,Flyweight,United States,1987-08-19,Jon,66.0,65.0,Delos Reyes,"Tamuning, Guam",Jon Delos Reyes,The Heat,The Heat,67.0,4.14,2.99,Orthodox,0.38,0.51,1.9,0.83,3.2,0.55,125.0,125.0
0,16,,17,Tapout Training Center,1971-08-10,Light Heavyweight,United States,1971-08-10,Kevin,70.0,70.0,Randleman,"Columbus, Ohio",Kevin Randleman,The Monster,The Monster,,1.12,1.26,Orthodox,0.54,0.57,0.8,0.56,2.0,0.3,205.0,205.0
0,2,,3,Octagon MMA Colombia,1979-09-22,Flyweight,Colombia,1979-09-22,Fredy,63.0,62.0,Serrano,Bogota,Fredy Serrano,El Profe,Bam Bam,65.0,1.89,1.58,Orthodox,0.26,0.61,0.0,0.25,2.84,0.84,125.0,125.0
1,2,,17,Astra Fight Team,1992-12-24,Welterweight,England,1992-12-24,Darren,72.0,72.0,Till,"Liverpool, Merseyside",Darren Till,The Gorilla,,74.0,3.09,2.41,Southpaw,0.46,0.6,0.0,0.4,0.61,0.83,170.0,170.0
1,4,,23,Miletich Martial Arts,1972-08-15,Welterweight,United States,1972-07-15,Jason,68.0,70.0,Black,"Davenport, Illinois",Jason Black,The Black Legion,The Black Legion,,2.6,1.06,Orthodox,0.47,0.45,6.2,0.33,0.48,0.28,155.0,169.0
1,7,,19,The Pit,1979-09-23,Flyweight,United States,1979-09-23,Antonio,65.0,63.0,Banuelos,"San Luis Obispo, California",Antonio Banuelos,,,63.0,3.3,2.71,Orthodox,0.33,0.58,0.4,0.58,1.38,0.85,135.0,125.0
0,3,,7,American Top Team,1985-10-31,Middleweight,United States,1985-10-31,Dan,74.0,73.0,Cramer,"Bethel, Connecticut",Dan Cramer,,Cosmo,,2.1,0.97,Orthodox,0.3,0.31,0.5,0.0,0.0,0.66,170.0,185.0
0,11,,17,Team Link,1979-05-18,Heavyweight,Brazil,1979-05-18,Gabriel,74.0,74.0,Gonzaga,Rio de Janeiro,Gabriel Gonzaga,Napao,Napao,76.0,2.94,2.12,Orthodox,0.45,0.57,1.1,0.39,2.8,0.66,242.0,258.0
0,12,,19,Champion's Creed MMA,1979-03-18,Middleweight,Canada,1981-05-19,Jason,72.0,72.0,Day,"Lethbridge, Alberta",Jason Day,Dooms,Dooms,72.0,3.46,3.61,Orthodox,0.54,0.47,0.0,1.0,1.13,0.0,185.0,185.0
0,3,,3,Chicago Fight Team,,Featherweight,Mexico,1990-09-15,Horacio,70.0,70.0,Gutierrez,"Guadalajara, Jalisco",Horacio Gutierrez,The Punisher,The Punisher,69.0,2.91,0.86,,0.26,0.46,0.0,0.0,0.0,0.5,145.0,145.0
0,5,,9,Grudge Training Center,1980-03-03,Welterweight,United States,1980-03-03,Kevin,70.0,72.0,Burns,"Des Moines, Iowa",Kevin Burns,The Fire,The Fire,74.0,4.3,2.74,Orthodox,0.38,0.52,0.8,0.5,0.28,0.47,170.0,170.0
5,13,,25,Alpha,1982-11-18,Bantamweight,Japan,1982-11-19,Masanori,67.0,67.0,Kanehara,"Tachikawa, Tokyo",Masanori Kanehara,,,67.0,1.63,1.88,Orthodox,0.49,0.62,0.9,0.5,1.44,0.63,135.0,135.0
0,2,,8,MMA Lab,1988-11-10,Lightweight,United States,1988-11-10,David,69.0,69.0,Michaud,"Brookings, South Dakota",David Michaud,BullDawg,Bulldawg,72.0,4.45,3.25,Orthodox,0.43,0.54,0.7,0.58,2.53,0.77,155.0,155.0
1,13,,33,Cesar Gracie Fight Team,1983-03-24,Welterweight,United States,1983-03-24,Josh,71.0,71.0,Neer,"Des Moines, Iowa",Josh Neer,The Dentist,The Dentist,72.0,3.63,3.29,Orthodox,0.46,0.58,1.3,0.34,1.09,0.46,170.0,170.0
0,4,,10,Grudge Training Center,1980-07-07,Light Heavyweight,United States,1980-07-07,Eliot,74.0,75.0,Marshall,"Boulder, Colorado",Eliot Marshall,Fire,The Fire,77.0,2.39,1.93,Orthodox,0.27,0.67,0.9,0.33,0.47,0.79,205.0,205.0
1,11,,17,Team Punishment,1975-01-23,Light Heavyweight,United States,1975-01-23,Tito,75.0,74.0,Ortiz,"Huntington Beach, California",Tito Ortiz,The People's Champ,The Huntington Beach Bad Boy,74.0,2.88,2.59,Orthodox,0.46,0.6,0.6,0.35,2.47,0.54,205.0,205.0
1,3,1.0,8,MMA Development,1978-12-17,Heavyweight,United States,1978-12-17,Scott,73.0,73.0,Junk,"Kailua, Hawaii",Scott Junk,,Punk Haole,,1.81,5.13,Orthodox,0.6,0.45,0.0,0.0,0.0,0.0,265.0,265.0
0,6,,12,Octagon MMA,1987-06-25,Welterweight,United States,1987-06-25,Sean,70.0,70.0,Spencer,"Bluefield, Virginia",Sean Spencer,Black Magic,Black Magic,75.0,4.02,4.24,,0.32,0.6,0.0,0.33,0.14,0.68,170.0,170.0
1,12,,26,Reign MMA,1977-08-02,Light Heavyweight,Canada,1977-08-02,Krzysztof,73.0,73.0,Soszynski,"Winnipeg, Manitoba",Krzysztof Soszynski,The Polish Experiment,The Polish Experiment,77.0,3.13,3.37,Open Stance,0.39,0.58,1.0,0.25,0.52,0.71,205.0,205.0
0,11,,18,4oz. Fight Club,1985-08-06,Lightweight,United States,1985-08-06,Daniel,67.0,67.0,Pineda,"Houston, Texas",Daniel Pineda,The Pit,The Pit,69.0,2.51,2.99,Orthodox,0.43,0.47,2.0,0.25,1.46,0.48,145.0,155.0
0,5,,5,VT-1 Gym,1978-10-28,Strawweight,Australia,1978-10-25,Alex,63.0,63.0,Chambers,"St. Ives, New South Wales",Alex Chambers,Astro Girl,Astro Girl,63.0,5.1,2.97,,0.54,0.5,1.0,0.41,2.31,0.53,115.0,115.0
0,11,,31,Jackson-Wink MMA,1981-12-31,Lightweight,United States,1981-12-31,Diego,70.0,70.0,Sanchez,"Albuquerque, New Mexico",Diego Sanchez,Nightmare,The Dream,72.0,2.9,2.85,Southpaw,0.37,0.57,0.9,0.24,1.65,0.5,170.0,155.0
0,4,,12,Gladiators Academy,1977-07-09,Middleweight,United States,1977-07-09,Tim,75.0,75.0,Credeur,"Lafayette, Louisiana",Tim Credeur,,Crazy,75.0,3.13,3.59,Orthodox,0.3,0.57,3.3,1.0,0.41,0.5,185.0,185.0
0,4,,11,Duneland Vale Tudo,1989-11-15,Lightweight,United States,1989-11-15,Josh,73.0,73.0,Shockley,"Lake Station, Indiana",Josh Shockley,,,74.0,1.75,1.4,Orthodox,0.33,0.6,0.8,0.0,0.0,0.61,155.0,155.0
1,10,,22,Jackson-Wink MMA,1980-03-18,Welterweight,Australia,1980-03-18,Kyle,73.0,73.0,Noke,"Dubbo, New South Wales",Kyle Noke,,KO,76.0,2.09,3.23,Southpaw,0.5,0.64,0.8,0.54,1.53,0.66,170.0,170.0
0,9,,22,Team Quest,1970-05-17,Middleweight,United States,1970-05-17,Matt,72.0,72.0,Lindland,"Eagle Creek, Oregon",Matt Lindland,The Law,The Law,74.0,1.56,2.62,Southpaw,0.5,0.52,1.3,0.48,3.01,0.6,185.0,185.0
1,7,,16,011 MMA Team,1985-06-25,Light Heavyweight,Brazil,1985-06-25,Marcos,73.0,73.0,Rogerio de Lima,"Ribeirao Pires, Sao Paulo",Marcos Rogerio de Lima,Pezao,Pezao,75.0,2.61,3.55,Orthodox,0.54,0.54,0.8,0.6,0.78,0.36,253.0,205.0
0,6,,10,Alliance MMA,1987-10-06,Featherweight,Mexico,1986-10-06,Masio,70.0,70.0,Fullen,"Gudalajara, Jalisco",Masio Fullen,Lobo,Lobo,70.0,3.5,2.46,Orthodox,0.32,0.54,0.0,0.33,0.47,0.69,145.0,145.0
0,3,1.0,25,Pitbull Brothers,1985-06-22,Bantamweight,Brazil,1985-06-22,Douglas,67.0,67.0,Silva de Andrade,"Castanhal, Para",Douglas Silva de Andrade,D Silva,D'Silva,68.0,4.54,3.77,Orthodox,0.36,0.57,0.0,0.5,0.78,0.6,135.0,135.0
0,5,,8,Cesar Gracie Fight Team,1965-10-21,Welterweight,United States,1965-10-21,Gil,69.0,69.0,Castillo,"Concord, California",Gil Castillo,,,,2.22,0.6,Southpaw,0.45,0.44,0.0,0.45,3.33,0.5,170.0,170.0
0,5,,8,American Kickboxing Academy,,Heavyweight,United States,1975-09-13,Christian,74.0,74.0,Wellisch,"Los Angeles, California",Christian Wellisch,The Hungarian Nightmare,,77.0,3.04,3.12,Orthodox,0.27,0.56,1.2,0.42,1.22,0.45,234.0,234.0
0,2,,3,,,Heavyweight,Japan,,Keigo,72.0,72.0,Kunihara,,Keigo Kunihara,,,,1.99,0.17,Orthodox,0.1,0.57,2.5,0.4,4.97,1.0,235.0,228.0
0,11,1.0,19,American Top Team,1981-09-02,Middleweight,Italy,1981-09-02,Alessio,72.0,73.0,Sakara,"Rome, Lazio",Alessio Sakara,Legionarius,Legionarius,72.0,2.8,3.96,Orthodox,0.47,0.59,0.0,0.78,2.18,0.62,185.0,185.0
0,6,,12,Jackson-Wink MMA,1980-09-24,Middleweight,United States,1980-09-24,Brian,73.0,73.0,Stann,"Jacksonville, North Carolina",Brian Stann,All American,All-American,74.0,2.65,3.28,Orthodox,0.42,0.59,0.3,0.12,0.12,0.6,205.0,185.0
0,4,,6,Vanguard,1987-08-14,Welterweight,United States,1987-08-14,Colton,72.0,72.0,Smith,"Manassas, Virginia",Colton Smith,,,71.0,2.3,1.64,Orthodox,0.41,0.51,1.4,0.36,4.09,0.25,155.0,170.0
0,3,,9,Allstars Training Center,1978-06-30,Welterweight,Sweden,1978-06-30,Papy,71.0,71.0,Abedi,Stockholm,Papy Abedi,Makambo,Makambo,74.0,3.15,2.8,Southpaw,0.55,0.48,1.3,0.57,3.47,0.5,185.0,170.0
0,3,,6,Blackzilians,1991-03-23,Lightweight,United States,1991-03-23,Yuri,72.0,71.0,Villefort,"Boca Raton, Florida",Yuri Villefort,,,73.0,5.42,3.18,Orthodox,0.43,0.55,0.3,0.35,2.0,0.4,170.0,156.0
0,5,,39,Tristar Gym,1981-01-18,Featherweight,United States,1981-01-18,Miguel,69.0,69.0,Torres,"East Chicago, Indiana",Miguel Torres,,,76.0,1.86,3.98,Orthodox,0.43,0.74,1.6,0.0,0.0,0.17,135.0,145.0
0,4,,10,Miletich Martial Arts,1980-06-28,Light Heavyweight,United States,1980-06-28,Sam,74.0,74.0,Hoger,"Eagle River, Alaska",Sam Hoger,The Alaskan Assassin,Alaskan Assassin,,2.25,1.07,Orthodox,0.25,0.57,1.3,0.38,1.12,0.29,205.0,205.0
0,1,,7,Red Fury Fight Team,1990-07-14,Strawweight,Russia,1990-07-14,Alexandra,62.0,62.0,Albu,Moscow,Alexandra Albu,Stitch,Stitch,63.0,4.92,5.13,Orthodox,0.5,0.41,0.6,0.55,3.05,0.75,115.0,115.0
0,3,,2,Gilbert Grappling,1970-04-14,Lightweight,United States,1976-06-05,Joey,71.0,65.0,Gilbert,"Chicago, Illinois",Joey Gilbert,,,,4.44,0.61,Orthodox,0.42,0.31,0.0,0.0,0.0,0.0,155.0,154.0
0,10,1.0,34,Team Mayhem,1980-12-24,Middleweight,United States,1980-12-24,Jason,73.0,72.0,Miller,"Mission Viejo, California",Jason Miller,Mayhem,Mayhem,72.0,2.3,1.83,Orthodox,0.43,0.49,1.3,0.28,1.31,0.43,185.0,185.0
0,8,,18,Team Takedown,1983-09-12,Welterweight,United States,1983-09-12,Johny,69.0,69.0,Hendricks,"Ada, Oklahoma",Johny Hendricks,Bigg Rigg,Bigg Rigg,69.0,3.99,3.49,Southpaw,0.45,0.53,0.3,0.46,3.83,0.63,185.0,170.0
0,8,,22,Kickass MMA,1983-03-07,Welterweight,Australia,1983-03-07,Steve,71.0,72.0,Kennedy,"Perth, Western Australia",Steve Kennedy,The Steamrolla,The Steamrolla,71.0,5.52,2.28,Orthodox,0.35,0.45,0.0,0.33,2.51,0.0,170.0,170.0
0,16,,41,Team Scrub,1979-12-24,Lightweight,United States,1979-12-14,Drew,70.0,70.0,Fickett,"Tucson, Arizona",Drew Fickett,The Master,Night Rider,70.0,2.29,2.33,Orthodox,0.41,0.57,2.2,0.35,1.3,0.3,155.0,151.0
0,7,,18,Xtreme Couture,1986-08-18,Bantamweight,United States,1986-08-18,Miesha,66.0,66.0,Tate,"Tacoma, Washington",Miesha Tate,Cupcake,Cupcake,65.0,2.71,1.93,Orthodox,0.41,0.5,1.6,0.31,2.06,0.52,135.0,135.0
0,12,1.0,22,Team Hermes Franca,1974-08-27,Lightweight,Brazil,1974-08-26,Hermes,66.0,66.0,Franca,"Fortaleza, Ceara",Hermes Franca,,,71.0,2.85,1.78,Orthodox,0.39,0.55,2.4,0.36,1.53,0.37,155.0,155.0
0,2,,12,Macaco Gold Team,1981-12-17,Lightweight,United States,1981-12-17,Francisco,69.0,70.0,Trevino,"Edinburg, Texas",Francisco Trevino,Sitkayan,Sitkayan,70.0,2.42,2.65,Orthodox,0.42,0.64,0.0,0.22,0.97,0.41,155.0,155.0
0,11,,20,Tristar Gym,1979-05-30,Bantamweight,Canada,1979-05-30,Yves,67.0,66.0,Jabouin,"Montreal, Quebec",Yves Jabouin,Tiger,Tiger,68.0,2.93,3.06,Orthodox,0.41,0.62,0.1,0.6,1.94,0.82,135.0,135.0
6,6,,19,Tribe Tokyo MMA,1976-09-08,Flyweight,Japan,1976-09-08,Yasuhiro,65.0,65.0,Urushitani,Tokyo,Yasuhiro Urushitani,,,,4.71,3.47,Southpaw,0.39,0.65,0.0,0.0,0.0,0.8,125.0,125.0
0,2,,7,CSW,1981-04-14,Heavyweight,United States,1981-04-14,Jack,80.0,80.0,May,"Chino Hills, California",Jack May,The Outlaw,The Outlaw,79.0,3.29,1.52,Switch,0.38,0.33,0.0,0.33,0.91,0.2,255.0,253.0
0,1,1.0,5,Black & Blue MMA,1985-11-14,Light Heavyweight,United States,1985-11-14,Keith,72.0,72.0,Berish,"Poughkeepsie, New York",Keith Berish,Sha Bang Bang,Sha Bang Bang,73.0,4.81,3.58,Orthodox,0.36,0.62,0.0,0.4,1.76,0.0,205.0,203.0
1,3,,10,Complete Fitness and Martial Arts,1984-08-20,Welterweight,Canada,1984-08-20,Sheldon,73.0,73.0,Westcott,"St. Albert, Alberta",Sheldon Westcott,,,71.0,3.73,2.26,Southpaw,0.4,0.37,0.0,0.37,3.23,0.14,170.0,170.0
0,11,1.0,21,MMA Lab,1981-02-04,Featherweight,United States,1981-02-04,Yaotzin,69.0,69.0,Meza,"Glendale, Arizona",Yaotzin Meza,,,74.0,1.62,1.43,Orthodox,0.41,0.64,1.4,0.2,1.06,0.18,145.0,145.0
0,5,1.0,16,Gracie Barra Woodlands,1990-08-16,Welterweight,United States,1990-08-16,Alex,71.0,71.0,Morono,"Houston, Texas",Alex Morono,The Great White,The Great White,72.0,2.69,4.26,Orthodox,0.42,0.63,0.7,0.0,0.0,0.36,170.0,170.0
0,14,1.0,64,Elite Performance,1978-03-15,Heavyweight,United States,1978-03-15,Travis,75.0,75.0,Wiuff,"Rochester, Minnesota",Travis Wiuff,The Diesel,Diesel,,4.03,0.48,Orthodox,0.3,0.41,1.2,0.57,4.84,0.44,205.0,259.0
0,9,1.0,15,Blackline,1981-12-09,Middleweight,United States,1981-12-08,Joey,73.0,73.0,Beltran,"San Diego, California",Joey Beltran,The Mexicutioner,Mexicutioner,75.0,5.27,4.92,Orthodox,0.36,0.54,0.0,0.18,0.48,0.75,185.0,185.0
0,3,,11,AMA Fight Club,1978-04-15,Light Heavyweight,United States,1978-04-15,Ricardo,72.0,72.0,Romero,"North Brunswick, New Jersey",Ricardo Romero,,,76.0,4.77,2.17,Orthodox,0.55,0.46,3.3,0.1,1.63,1.0,205.0,205.0
0,12,1.0,23,Team Legion,1979-07-13,Welterweight,Canada,1979-07-13,Jonathan,72.0,72.0,Goulet,"Victoriaville, Quebec",Jonathan Goulet,The Road Warrior,The Road Warrior,73.0,2.0,1.61,Orthodox,0.41,0.46,0.6,0.7,4.17,0.45,170.0,169.0
0,5,1.0,12,Demian Maia Jiu-Jitsu,1981-04-02,Light Heavyweight,Brazil,1981-04-24,Luiz,74.0,74.0,Cane,"Sao Paulo, Sao Paulo",Luiz Cane,Banha,Banha,77.0,5.0,4.79,Southpaw,0.41,0.6,0.3,0.28,0.56,1.0,185.0,205.0
0,5,,11,Team Oyama,1984-07-24,Flyweight,United States,1984-07-24,Joshua,64.0,64.0,Sampo,"Lindenwood, Missouri",Joshua Sampo,The Gremlin,The Gremlin,64.0,2.96,1.99,Orthodox,0.36,0.55,2.1,0.33,1.06,0.4,125.0,125.0
0,3,,14,Nova Uniao Kimura,1988-04-21,Light Heavyweight,Brazil,1988-04-21,Ronny,73.0,73.0,Markes,"Natal, Rio Grande do Norte",Ronny Markes,,,75.0,2.43,2.17,Orthodox,0.53,0.45,0.5,0.4,3.13,1.0,185.0,190.0
0,4,1.0,9,Fight Ready,1988-02-21,Bantamweight,United States,1988-02-21,Roman,67.0,67.0,Salazar,"Scottsdale, Arizona",Roman Salazar,El Gallito,El Gallito,67.0,2.89,1.95,Orthodox,0.39,0.57,0.0,0.18,1.77,0.5,135.0,135.0
0,10,,15,United Training Center,1982-11-15,Strawweight,United States,1982-11-15,Lisa,64.0,64.0,Ellis,"Olympia, Washington",Lisa Ellis,,,62.0,2.32,1.68,,0.48,0.57,0.6,0.63,4.19,0.5,115.0,110.0
1,0,,6,American Top Team,1991-01-08,Welterweight,United States,1991-01-08,Michael,70.0,70.0,Graves,"Coconut Creek, Florida",Michael Graves,,,71.0,1.47,1.25,,0.54,0.58,0.4,0.52,4.8,0.66,170.0,170.0
0,21,,26,Elite Performance,1983-03-24,Welterweight,United States,1983-03-24,Brandon,71.0,70.0,Melendez,"Bountiful, Utah",Brandon Melendez,The Murderer,The Murderer,,0.56,0.84,Southpaw,0.26,0.63,0.0,0.0,0.0,0.25,155.0,170.0
0,4,,13,Nova Uniao,1985-08-15,Lightweight,Brazil,1985-08-15,Valmir,72.0,72.0,Lazaro,"Salvador, Bahia",Valmir Lazaro,Bidu,Bidu,73.0,4.09,4.87,Orthodox,0.37,0.61,0.0,0.4,1.33,0.96,155.0,154.0
0,5,,9,Team Hurricane Awesome,1984-07-16,Bantamweight,United States,1984-07-16,Walel,71.0,71.0,Watson,"San Diego, California",Walel Watson,The Gazelle,The Gazelle,69.0,3.79,2.1,Orthodox,0.29,0.43,1.4,0.0,0.0,0.61,135.0,134.0
0,1,,5,Cesar Gracie Jiu-Jitsu,,Middleweight,United States,1968-03-12,Chris,71.0,71.0,Sanford,"San Francisco, California",Chris Sanford,,,,3.22,0.23,Orthodox,0.5,0.17,3.5,0.0,0.0,0.0,185.0,185.0
0,4,,8,American Top Team,1990-12-19,Welterweight,United States,1990-12-19,Steve,76.0,76.0,Montgomery,"Boca Raton, Florida",Steve Montgomery,The Creepy Weasel,The Creepy Weasel,75.0,4.12,4.85,Southpaw,0.39,0.47,0.0,0.0,0.0,0.64,185.0,170.0
7,10,1.0,17,Tribe Tokyo MMA,1985-06-08,Welterweight,Japan,1985-06-08,Takenori,70.0,70.0,Sato,Akita,Takenori Sato,,,71.0,12.92,0.46,Southpaw,0.33,0.09,0.0,0.0,0.0,0.0,170.0,170.0
0,2,,5,J-Sect MMA,1987-11-26,Welterweight,United States,1987-11-26,Chris,74.0,74.0,Spang,"Las Vegas, Nevada",Chris Spang,The Kiss,The Kiss,,1.95,1.83,Orthodox,0.36,0.6,0.9,0.0,0.0,0.5,170.0,171.0
0,3,,9,Brazil Dojo,1968-02-22,Middleweight,Brazil,1968-02-23,Wallid,67.0,67.0,Ismail,Rio De Janeiro,Wallid Ismail,,,,0.83,0.92,Orthodox,0.31,0.44,0.5,0.28,1.85,0.0,205.0,182.0
0,6,,20,,1992-07-14,Featherweight,United States,1992-07-14,Jason,70.0,71.0,Knight,Mississippi,Jason Knight,The Kid,The Kid,71.0,3.02,2.95,Orthodox,0.33,0.51,1.7,0.31,1.31,0.47,145.0,145.0
0,8,1.0,25,American Top Team,1976-09-28,Featherweight,United States,1976-09-28,Din,69.0,69.0,Thomas,"Orlando, Florida",Din Thomas,Dinyero,Dinyero,,2.6,1.85,Orthodox,0.37,0.59,1.2,0.52,1.38,0.76,155.0,143.0
1,12,1.0,35,Wand Fight Team,1976-07-03,Middleweight,Brazil,1976-07-03,Wanderlei,71.0,70.0,Silva,"Curitiba, Parana",Wanderlei Silva,The Axe Murderer,The Axe Murderer,74.0,2.19,2.79,Orthodox,0.4,0.6,0.6,0.53,0.97,0.62,205.0,185.0
0,6,,4,Reign MMA,1991-04-11,Strawweight,United States,1991-04-11,Kailin,64.0,63.0,Curran,"Ewa Beach, Hawaii",Kailin Curran,,,65.0,4.75,3.89,Orthodox,0.43,0.53,0.6,0.57,2.0,0.61,115.0,113.0
0,8,,12,Purebred Omiya,1967-04-15,Light Heavyweight,Japan,1967-04-15,Enson,70.0,70.0,Inoue,"Omiya, Saitama",Enson Inoue,Yamato Damashii,Yamato Damashi,,1.88,1.7,Orthodox,0.63,0.3,0.0,0.0,0.0,0.33,210.0,204.0
1,16,1.0,36,Throwdown,1976-06-30,Light Heavyweight,Netherlands,1976-06-30,Gilbert,74.0,74.0,Yvel,Amsterdam,Gilbert Yvel,The Hurricane,The Hurricane,77.0,1.78,1.05,Orthodox,0.47,0.5,1.0,0.0,0.0,0.25,225.0,206.0
1,18,,20,Range,1967-09-19,Middleweight,England,1967-09-19,Mark,74.0,74.0,Weir,"Gloucester, Gloucestershire",Mark Weir,The Wizard,The Wizard,,2.5,1.54,Southpaw,0.56,0.38,2.4,0.5,0.8,0.25,185.0,185.0
2,10,,35,T-Blood,1978-05-08,Featherweight,Japan,1978-05-08,Tatsuya,67.0,67.0,Kawajiri,"Inashiki, Ibaraki",Tatsuya Kawajiri,The Crusher,Crusher,69.0,2.01,2.04,Orthodox,0.44,0.5,1.1,0.48,3.63,0.63,145.0,145.0
0,2,,8,Total MMA Studios,1983-06-27,Featherweight,United States,1983-06-27,Ernest,68.0,68.0,Chavez,"Tustin, California",Ernest Chavez,The Mad Titan,The Mad Titan,70.0,3.89,2.79,Orthodox,0.4,0.59,0.0,0.33,0.89,0.5,145.0,146.0
0,3,1.0,13,Alliance MMA,1984-09-25,Light Heavyweight,United States,1984-09-25,Phil,74.0,74.0,Davis,"Harrisburg, Pennsylvania",Phil Davis,Mr. Wonderful,Mr. Wonderful,79.0,1.33,2.85,Orthodox,0.34,0.72,0.6,0.38,2.99,0.72,205.0,205.0
