D,L,NC,W,dob,fname,height,lname,name,nick,reach,sapm,slpm,stance,str. acc,str. def,sub. avg,td acc,td avg,td def,weight
0,2,,6,1986-08-11,Alex,79.0,Huddleston,Alex Huddleston,The Shaved Gorilla,,2.59,2.47,,0.42,0.67,0.9,0.0,0.0,0.0,254.0
0,6,,11,1986-11-21,Clint,74.0,Hester,Clint Hester,Headbussa,77.0,3.44,3.36,Orthodox,0.42,0.56,0.0,0.35,1.02,0.6,205.0
0,9,,10,,David,65.0,Velasquez,David Velasquez,Little,,0.0,0.0,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,145.0
0,1,,6,1974-07-11,Jesse,72.0,Finney,Jesse Finney,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,170.0
0,14,,29,1974-01-16,Paul,74.0,Buentello,Paul Buentello,The Headhunter,77.0,3.83,3.29,Orthodox,0.45,0.52,0.4,0.33,0.19,0.39,245.0
0,2,,4,1966-12-11,Jeff,74.0,Newton,Jeff Newton,,,1.41,0.28,Sideways,0.2,0.52,8.5,0.0,0.0,0.0,205.0
1,5,1.0,4,1977-10-06,Rodrigo,70.0,Ruas,Rodrigo Ruas,,,7.0,1.28,Orthodox,0.35,0.41,0.0,0.0,0.0,0.0,185.0
0,1,,0,,Raymond,74.0,Daniels,Raymond Daniels,,,2.61,0.0,Southpaw,0.0,0.38,3.0,0.0,0.0,0.33,185.0
0,0,,8,1981-10-09,Daniel,75.0,Puder,Daniel Puder,,,1.17,2.77,Orthodox,0.68,0.38,9.0,0.5,1.21,0.81,235.0
0,1,,5,1991-11-15,Lauren,65.0,Mueller,Lauren Mueller,Princess Tiger,67.0,3.53,4.71,Orthodox,0.44,0.64,0.0,0.4,0.88,0.9,125.0
0,4,,14,,Jermaine,67.0,Andre,Jermaine Andre,,,0.0,0.0,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,200.0
0,1,,11,1997-06-14,Naoki,69.0,Inoue,Naoki Inoue,,71.0,3.37,3.67,Orthodox,0.35,0.6,2.5,0.0,0.0,0.6,125.0
0,2,,4,1980-02-04,Igor,71.0,Gracie,Igor Gracie,,,0.99,1.86,,0.6,0.5,3.7,0.5,3.72,0.0,170.0
0,0,,8,1988-04-06,Alen,71.0,Amedovski,Alen Amedovski,,73.0,0.0,0.0,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,185.0
1,6,,14,1972-11-17,Scott,71.0,Ventimiglia,Scott Ventimiglia,Meant to Kill Ya,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,185.0
7,18,,100,1958-06-08,Dan,74.0,Severn,Dan Severn,The Beast,,0.0,0.0,Southpaw,0.0,0.0,0.0,0.0,0.0,0.0,250.0
0,4,,11,1974-06-01,Dan,75.0,Evensen,Dan Evensen,The Viking,,3.86,0.27,Orthodox,0.1,0.38,4.0,0.0,0.0,0.0,250.0
0,0,,1,1971-08-16,Rulon,75.0,Gardner,Rulon Gardner,,,1.45,2.05,Orthodox,0.25,0.6,0.0,1.0,0.75,1.0,265.0
0,8,,23,1976-06-02,Rogerio,74.0,Nogueira,Rogerio Nogueira,Minotouro,75.0,2.24,2.39,Southpaw,0.34,0.6,0.8,0.44,0.68,0.63,205.0
0,3,1.0,3,1986-06-24,Jessamyn,71.0,Duke,Jessamyn Duke,The Gun,73.0,4.43,4.83,,0.53,0.57,1.9,0.36,1.27,0.5,135.0
0,2,,5,1990-05-15,Justin,68.0,Lawrence,Justin Lawrence,The American Kidd,67.0,2.83,3.84,Orthodox,0.35,0.67,0.0,0.28,0.72,0.73,145.0
0,1,,8,1993-06-05,Ricky,69.0,Turcios,Ricky Turcios,Pretty,71.0,4.07,7.33,Orthodox,0.37,0.64,0.0,0.0,0.0,0.0,135.0
0,1,,11,1992-06-02,Magomed,75.0,Ankalaev,Magomed Ankalaev,,75.0,1.33,3.05,Orthodox,0.53,0.67,0.0,0.33,0.45,0.83,205.0
0,3,,8,1981-08-16,David,71.0,Douglas,David Douglas,Tarzan,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,155.0
0,1,,13,1994-02-20,Grant,70.0,Dawson,Grant Dawson,KGD,,2.45,3.81,Switch,0.45,0.43,2.1,0.58,4.94,0.5,145.0
0,0,,7,1984-11-20,Antonina,68.0,Shevchenko,Antonina Shevchenko,La Pantera,,2.01,5.95,Southpaw,0.56,0.69,0.0,1.0,1.28,0.83,125.0
0,4,,15,1989-09-19,Volkan,74.0,Oezdemir,Volkan Oezdemir,No Time,75.0,4.3,4.73,Orthodox,0.46,0.55,0.0,0.22,0.57,0.75,205.0
0,1,,8,1975-05-08,Richard,77.0,Odoms,Richard Odoms,The Black Eagle,82.0,0.0,0.0,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,265.0
0,2,,3,1989-03-30,Shana,66.0,Dobson,Shana Dobson,Danger,69.0,4.06,4.46,,0.33,0.63,0.0,0.25,0.66,0.0,125.0
0,14,,2,,Tulio,,Palhares,Tulio Palhares,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,180.0
0,3,,9,1993-04-01,Jin,66.0,Soo Son,Jin Soo Son,,69.0,6.67,3.87,Orthodox,0.26,0.56,0.0,0.14,1.0,1.0,135.0
0,5,,9,1983-01-26,Justin,70.0,Edwards,Justin Edwards,Fast Eddy,70.0,3.32,2.68,Orthodox,0.42,0.51,1.0,0.26,2.14,0.27,155.0
0,3,,12,1989-10-03,Sirwan,65.0,Kakai,Sirwan Kakai,Zohan,66.0,4.63,3.57,Orthodox,0.41,0.62,0.0,0.42,4.0,0.83,135.0
1,7,,10,1968-01-05,Kimo,75.0,Leopoldo,Kimo Leopoldo,,,2.12,0.76,Orthodox,0.83,0.3,2.3,1.0,4.55,0.0,235.0
0,9,,9,1979-11-07,Chad,74.0,Cook,Chad Cook,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,205.0
0,4,1.0,2,,Marvin,66.0,Maldonado,Marvin Maldonado,The Bulldog,,3.47,0.87,,0.56,0.43,0.0,0.0,0.0,0.2,135.0
0,1,,10,1992-04-20,Cory,71.0,Sandhagen,Cory Sandhagen,,70.0,2.73,8.89,Switch,0.51,0.65,1.6,0.66,1.64,0.0,135.0
1,20,,40,1976-03-31,Rich,69.0,Clementi,Rich Clementi,No Love,72.0,2.29,1.43,Southpaw,0.37,0.6,1.1,0.42,1.72,0.25,155.0
0,4,,19,1988-06-10,Jack,73.0,Hermansson,Jack Hermansson,The Joker,77.0,1.77,4.9,Orthodox,0.56,0.64,0.9,0.47,2.38,0.73,185.0
0,3,1.0,8,1975-09-11,Chance,69.0,Farrar,Chance Farrar,,,2.21,0.81,Southpaw,0.22,0.67,0.0,1.0,3.02,0.0,145.0
1,2,,14,1984-11-16,Nicolas,71.0,Dalby,Nicolas Dalby,Sharpshooter,74.0,3.33,3.27,Orthodox,0.38,0.55,0.0,0.5,2.0,0.69,170.0
0,7,,19,1982-05-21,Ricardo,68.0,Lamas,Ricardo Lamas,The Bully,71.0,2.61,2.87,Orthodox,0.45,0.59,1.0,0.32,1.66,0.47,145.0
0,5,,7,1982-02-01,Chris,69.0,Tickle,Chris Tickle,BadBoy,,1.13,1.07,,0.4,0.43,2.0,0.25,1.0,0.2,155.0
0,2,,5,1984-09-03,Daniel,73.0,Jolly,Daniel Jolly,The Werewolf of Texas,75.0,3.39,1.32,Orthodox,0.46,0.44,0.0,0.33,2.83,0.5,205.0
1,2,1.0,8,1977-09-12,Lee,75.0,Murray,Lee Murray,Lightning,,3.28,0.36,Orthodox,0.15,0.32,1.8,1.0,0.9,0.42,185.0
0,2,,11,1986-09-19,Chase,73.0,Waldon,Chase Waldon,,75.0,6.72,1.03,Orthodox,0.28,0.38,0.0,0.33,7.76,0.0,185.0
2,7,,18,1977-05-27,Kotetsu,69.0,Boku,Kotetsu Boku,,,2.8,2.47,Orthodox,0.42,0.53,0.0,0.0,0.0,0.0,154.0
0,2,,17,1987-07-23,John,73.0,Hathaway,John Hathaway,The Hitman,75.0,1.8,3.4,Orthodox,0.4,0.62,0.9,0.43,2.61,0.6,170.0
0,7,1.0,21,1985-02-07,Derrick,75.0,Lewis,Derrick Lewis,The Black Beast,79.0,2.38,2.69,Orthodox,0.5,0.44,0.0,0.23,0.47,0.53,260.0
0,4,,17,1991-11-25,Abdul-Kerim,74.0,Edilov,Abdul-Kerim Edilov,,78.0,0.13,10.22,Orthodox,0.61,0.92,2.0,1.0,3.98,0.0,205.0
0,9,1.0,11,,Todd,70.0,Medina,Todd Medina,El Tiburon,,0.0,0.0,Southpaw,0.0,0.0,0.0,0.0,0.0,0.0,193.0
0,2,,15,1992-02-21,Brett,67.0,Johns,Brett Johns,The Pikey,71.0,4.74,3.41,Orthodox,0.45,0.55,0.5,0.48,3.72,0.78,135.0
0,7,,2,,Felix,,Lee Mitchell,Felix Lee Mitchell,,,0.0,0.0,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,
2,6,,3,,Pat,69.0,Benson,Pat Benson,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,155.0
1,5,,5,,Won,67.0,Jin Eoh,Won Jin Eoh,,,3.58,3.74,Orthodox,0.44,0.46,0.0,0.0,0.0,0.5,160.0
0,6,,22,,Jesse,72.0,Sanders,Jesse Sanders,,,6.45,0.0,Orthodox,0.0,0.35,0.0,0.0,0.0,0.5,170.0
0,3,,12,1980-03-26,Nick,76.0,Penner,Nick Penner,The Quiet Assassin,77.0,4.6,1.25,Southpaw,0.3,0.38,0.0,0.0,0.0,0.4,205.0
0,0,,3,,Eduarda,,Sant' Anna,Eduarda Sant' Anna,Cowboyzinha,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,145.0
0,4,,1,,Carlton,73.0,Jones,Carlton Jones,,,3.58,2.32,Orthodox,0.41,0.56,2.7,0.5,4.02,0.57,225.0
0,2,,10,1985-08-17,Philipe,74.0,Lins,Philipe Lins,Monstro,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,205.0
0,6,,16,1981-11-25,Alan,72.0,Jouban,Alan Jouban,Brahma,73.0,3.48,5.41,Southpaw,0.53,0.6,0.0,0.5,0.52,0.62,170.0
0,3,,8,1986-11-30,Klayton,69.0,Mai,Klayton Mai,,,1.02,1.53,,0.42,0.63,7.7,1.0,3.83,0.0,125.0
0,12,,20,1976-10-08,Ryo,69.0,Chonan,Ryo Chonan,Piranah,70.0,2.25,2.57,Orthodox,0.43,0.6,0.3,0.41,0.61,0.39,170.0
0,3,1.0,13,1986-10-14,Jim,69.0,Alers,Jim Alers,The Beast,71.0,4.38,2.9,Orthodox,0.4,0.56,0.3,0.41,2.26,0.8,145.0
1,3,,10,1983-06-22,Bethe,65.0,Correia,Bethe Correia,Pitbull,64.0,3.87,4.34,Orthodox,0.45,0.59,0.0,0.25,0.48,0.85,135.0
0,14,,27,1973-09-09,Jose,71.0,Landi-Jons,Jose Landi-Jons,Pele,,0.77,0.99,Orthodox,0.4,0.43,2.2,0.8,2.2,0.4,170.0
0,11,,26,1981-11-25,Mauricio,73.0,Rua,Mauricio Rua,Shogun,76.0,2.65,3.72,Orthodox,0.51,0.55,0.8,0.48,2.23,0.46,205.0
1,4,,16,1980-02-05,Leonardo,72.0,Santos,Leonardo Santos,Nenhum,75.0,2.64,2.3,Orthodox,0.4,0.61,0.5,0.25,1.14,0.86,155.0
0,2,,4,,Sam,71.0,Spengler,Sam Spengler,The Ram,,3.27,3.27,Orthodox,0.62,0.54,1.8,0.11,1.75,0.75,185.0
0,7,,12,1986-04-29,Dustin,73.0,Hazelett,Dustin Hazelett,McLovin,76.0,3.51,2.24,Orthodox,0.4,0.46,4.1,0.5,0.55,0.25,170.0
0,2,,10,1983-02-17,Will,68.0,Ribeiro,Will Ribeiro,,,1.64,1.83,Orthodox,0.28,0.74,2.9,1.0,1.15,0.5,135.0
0,5,,15,1991-08-24,Ryan,77.0,Spann,Ryan Spann,Superman,81.0,2.55,3.25,Orthodox,0.48,0.44,1.9,0.0,0.0,0.66,205.0
10,27,,40,1972-07-12,Keiichiro,71.0,Yamamiya,Keiichiro Yamamiya,,,0.0,0.0,Southpaw,0.0,0.0,0.0,0.0,0.0,0.0,185.0
0,1,,4,1987-11-09,Austen,78.0,Lane,Austen Lane,,80.0,6.32,5.26,Orthodox,0.35,0.6,0.0,0.0,0.0,0.0,245.0
0,4,,4,1970-06-26,Pawel,72.0,Nastula,Pawel Nastula,,,1.73,1.3,Southpaw,0.43,0.5,1.5,0.6,3.0,0.0,230.0
0,4,,0,1970-11-22,Joe,64.0,Son,Joe Son,,,0.0,0.0,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,236.0
2,5,,26,1970-03-12,Antonio,68.0,McKee,Antonio McKee,Mandingo,,0.74,1.37,Southpaw,0.45,0.74,0.0,0.33,1.47,0.57,155.0
0,7,,18,1985-06-23,Mike,68.0,Richman,Mike Richman,The Marine,,3.49,4.06,,0.44,0.43,0.0,0.0,0.0,0.76,135.0
0,5,,20,1980-03-18,Takeshi,68.0,Inoue,Takeshi Inoue,Lion,,3.32,2.54,,0.44,0.61,0.0,0.0,0.0,0.47,145.0
0,16,,26,,Anthony,69.0,Macias,Anthony Macias,Mad Dog,,0.0,0.0,Switch,0.0,0.0,0.0,0.0,0.0,0.0,185.0
0,7,,13,1979-03-10,Vitor,73.0,Miranda,Vitor Miranda,Lex Luthor,77.0,2.95,2.98,Orthodox,0.45,0.58,0.2,0.55,0.95,0.5,185.0
0,4,,9,1981-11-27,Rashad,71.0,Coulter,Rashad Coulter,Daywalker,76.0,6.68,4.82,Orthodox,0.56,0.5,0.0,0.0,0.0,0.62,205.0
0,3,,14,1982-07-28,Cain,73.0,Velasquez,Cain Velasquez,,77.0,2.33,6.37,Orthodox,0.57,0.57,0.4,0.45,5.13,0.85,240.0
0,3,,2,,Imani,,Lee,Imani Lee,,,0.94,0.0,Orthodox,0.0,0.33,0.0,0.0,0.0,0.0,
0,1,,9,,Dalcha,70.0,Lungiambula,Dalcha Lungiambula,Champion,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,205.0
0,1,,8,1987-07-13,Cynthia,64.0,Calvillo,Cynthia Calvillo,,64.0,3.5,3.87,Orthodox,0.39,0.64,2.0,0.36,1.57,0.69,115.0
0,2,,0,,Yuki,71.0,Ishikawa,Yuki Ishikawa,,,8.57,1.07,Orthodox,0.28,0.11,0.0,0.0,0.0,0.5,205.0
0,3,1.0,10,1985-09-26,Nick,66.0,Urso,Nick Urso,,66.0,5.06,3.61,Southpaw,0.45,0.36,0.0,0.0,0.0,0.0,125.0
0,14,,23,1976-06-20,Roy,72.0,Nelson,Roy Nelson,Big Country,72.0,4.79,2.18,Orthodox,0.36,0.46,0.1,0.27,1.14,0.65,263.0
0,4,,3,,Miika,,Mehmet,Miika Mehmet,,,7.29,0.33,Orthodox,0.12,0.24,0.0,0.0,0.0,0.0,205.0
0,2,,4,1984-09-22,Maka,,Watson,Maka Watson,,,1.6,0.93,,0.37,0.22,0.0,1.0,2.0,0.33,155.0
0,2,,5,,Salvador,69.0,Becerra,Salvador Becerra,,,3.83,4.57,,0.31,0.58,0.0,0.0,0.0,0.66,155.0
5,15,,26,1975-05-08,Caol,67.0,Uno,Caol Uno,Uno Shoten,70.0,1.9,1.91,Southpaw,0.49,0.5,0.5,0.31,1.95,0.37,155.0
0,4,,3,,Jonathan,69.0,Santa Maria,Jonathan Santa Maria,,,2.53,3.6,,0.51,0.74,0.0,0.0,0.0,0.8,125.0
0,1,,6,1992-06-13,Kennedy,77.0,Nzechukwu,Kennedy Nzechukwu,African Savage,83.0,3.53,5.17,Southpaw,0.39,0.56,0.0,0.0,0.0,0.86,205.0
0,6,,9,1983-04-11,Arlene,65.0,Blencowe,Arlene Blencowe,Angerfist,,2.1,2.31,,0.43,0.43,0.6,0.0,0.0,0.55,145.0
0,8,1.0,19,1982-08-28,Karo,70.0,Parisyan,Karo Parisyan,The Heat,72.0,2.19,2.49,Orthodox,0.41,0.58,1.0,0.59,5.27,0.59,170.0
0,6,,8,,Nick,69.0,Ertl,Nick Ertl,,,2.53,2.13,,0.69,0.41,0.0,0.5,3.0,0.0,155.0
0,3,,7,1983-03-19,Shawn,65.0,Bunch,Shawn Bunch,Bunch the Great,,1.55,0.0,,0.0,0.55,0.0,0.0,0.0,0.5,135.0
0,4,,9,1984-07-31,Edwin,67.0,Figueroa,Edwin Figueroa,El Feroz,69.0,3.06,2.57,Orthodox,0.39,0.51,0.6,1.0,0.2,0.37,135.0
0,3,,12,1982-02-28,Adam,65.0,Antolin,Adam Antolin,Captain Chaos,63.0,5.0,5.73,Orthodox,0.52,0.69,0.0,0.0,0.0,1.0,125.0
0,1,,2,,Jesse,69.0,Jones,Jesse Jones,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,170.0
1,52,,43,,Dennis,,Reed,Dennis Reed,,,0.0,0.0,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,205.0
0,3,,1,,Anthony,67.0,Taylor,Anthony Taylor,Pretty Boy,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,145.0
3,6,,4,1968-05-19,Satoshi,73.0,Honma,Satoshi Honma,,,0.0,0.0,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,205.0
0,1,,1,1980-11-10,Katsuaki,72.0,Furuki,Katsuaki Furuki,,,2.67,0.27,,0.1,0.39,3.0,0.0,0.0,0.0,168.0
1,7,,20,1978-12-29,Mitsuhiro,66.0,Ishida,Mitsuhiro Ishida,The Endless Warrior,,1.13,1.46,Southpaw,0.41,0.61,0.7,0.53,4.76,0.33,154.0
0,4,,9,1983-04-29,Tim,65.0,Gorman,Tim Gorman,The Psycho,68.0,5.57,2.73,Southpaw,0.31,0.46,0.0,0.09,1.0,0.33,135.0
0,7,,15,1973-12-08,Lucio,74.0,Linhares,Lucio Linhares,,,3.47,0.99,Orthodox,0.22,0.34,1.9,0.5,1.86,0.5,185.0
1,5,,8,1986-01-14,Sai,72.0,Wang,Sai Wang,The Fire Kylin,72.0,2.27,3.17,Southpaw,0.46,0.53,0.0,0.0,0.0,0.77,170.0
0,11,,18,1981-10-26,Seth,75.0,Baczynski,Seth Baczynski,The Polish Pistola,74.0,3.14,3.08,Orthodox,0.31,0.51,0.8,0.16,0.89,0.48,170.0
0,9,,28,1982-12-16,Adriano,70.0,Martins,Adriano Martins,,72.0,2.14,1.8,Southpaw,0.38,0.65,0.4,0.8,0.83,0.81,155.0
0,3,1.0,5,1990-12-20,Peter,71.0,Petties,Peter Petties,The Joker,72.0,8.24,2.61,Southpaw,0.29,0.48,0.0,0.0,0.0,0.0,145.0
0,1,,14,1994-01-22,Arnold,68.0,Allen,Arnold Allen,Almighty,70.0,1.83,2.19,Southpaw,0.33,0.61,0.7,0.57,1.73,0.69,145.0
0,1,1.0,0,,Chris,68.0,Drumm,Chris Drumm,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,145.0
0,5,,16,,Magomed,74.0,Sultanakhmedov,Magomed Sultanakhmedov,,,2.4,0.0,Southpaw,0.0,0.42,9.0,1.0,9.0,0.0,185.0
0,5,,8,1965-06-20,Mike,74.0,van Arsdale,Mike van Arsdale,,,1.91,1.52,Switch,0.41,0.41,0.0,0.14,1.06,0.37,205.0
1,13,,19,1971-10-12,Chris,68.0,Brennan,Chris Brennan,The Westside Strangler,,0.97,0.6,Orthodox,0.4,0.5,2.1,0.0,0.0,0.25,170.0
0,7,,19,1979-03-16,Forrest,75.0,Griffin,Forrest Griffin,,77.0,2.81,4.38,Orthodox,0.36,0.61,0.7,0.48,1.05,0.57,205.0
1,5,,16,1988-10-06,Jennifer,64.0,Maia,Jennifer Maia,,64.0,4.17,3.4,Orthodox,0.43,0.37,0.0,0.0,0.0,0.33,125.0
0,3,1.0,9,1986-04-21,Philip,77.0,De Fries,Philip De Fries,,82.0,3.0,2.3,Orthodox,0.47,0.37,0.6,0.42,3.29,1.0,250.0
0,2,,1,,Patrick,69.0,Kaase,Patrick Kaase,Kamikaze,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,185.0
0,2,,6,,Bryan,,Humes,Bryan Humes,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,265.0
0,3,,0,,Courtney,74.0,Turner,Courtney Turner,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,170.0
0,2,,1,,Tyra,65.0,Parker,Tyra Parker,,,9.0,1.5,Orthodox,0.22,0.14,0.0,0.0,0.0,0.0,115.0
0,4,1.0,11,1981-02-17,Brett,77.0,Rogers,Brett Rogers,The Grim,81.0,3.2,3.17,Orthodox,0.44,0.46,0.0,0.0,0.0,0.58,265.0
0,6,,14,1976-03-10,Sean,72.0,Pierson,Sean Pierson,The Punisher,76.0,3.73,3.84,Southpaw,0.39,0.64,0.4,0.18,0.39,0.66,170.0
0,3,,11,1993-06-08,Carlo,71.0,Pedersoli,Carlo Pedersoli,Semento,75.0,4.12,4.17,Southpaw,0.37,0.61,0.0,0.44,2.91,0.0,170.0
0,2,,4,1971-02-25,Sean,77.0,O'Haire,Sean O'Haire,,,22.76,8.28,Orthodox,0.57,0.21,0.0,0.0,0.0,0.0,270.0
0,10,,34,1979-05-14,Urijah,66.0,Faber,Urijah Faber,The California Kid,67.0,2.51,2.66,Orthodox,0.41,0.65,0.9,0.31,1.59,0.6,135.0
0,3,,14,1986-04-26,Bartosz,72.0,Fabinski,Bartosz Fabinski,The Butcher,75.0,1.35,2.22,Orthodox,0.7,0.53,0.0,0.7,7.17,0.8,170.0
0,8,1.0,16,1985-06-11,Daron,68.0,Cruickshank,Daron Cruickshank,Detroit Superstar,72.0,2.98,2.88,Switch,0.38,0.57,0.2,0.41,2.04,0.6,155.0
0,6,2.0,14,1975-07-29,Yoshihiro,70.0,Akiyama,Yoshihiro Akiyama,,73.0,3.62,3.1,Orthodox,0.41,0.57,1.0,0.67,2.29,0.92,170.0
0,8,,15,1986-08-13,Russell,67.0,Doane,Russell Doane,,70.0,1.68,1.75,Orthodox,0.4,0.53,0.8,0.45,2.11,0.52,135.0
0,4,,13,1986-08-08,Damir,69.0,Hadzovic,Damir Hadzovic,The Bosnian Bomber,70.0,2.97,3.42,Orthodox,0.48,0.68,0.3,0.5,0.59,0.31,155.0
0,5,,8,1976-07-09,Phil,71.0,Cardella,Phil Cardella,,,2.0,2.47,,0.5,0.57,2.5,0.0,0.0,0.11,155.0
0,0,,0,,Brett,,Tillis,Brett Tillis,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,145.0
0,3,1.0,9,1987-11-24,Chris,69.0,Heatherly,Chris Heatherly,Stump,68.0,2.67,1.08,Orthodox,0.45,0.52,0.7,0.5,3.39,1.0,155.0
0,5,,1,,Andre,71.0,Walker,Andre Walker,,,4.36,2.28,Southpaw,0.31,0.34,0.0,0.0,0.0,0.0,205.0
0,11,,16,,Alvin,66.0,Cacdac,Alvin Cacdac,,,0.61,1.21,Orthodox,0.66,0.0,0.0,0.0,0.0,0.0,125.0
0,5,,11,,Cory,60.0,Devela,Cory Devela,The One,,4.0,4.07,Orthodox,0.41,0.47,0.0,0.12,1.07,0.62,185.0
0,2,,1,,Houston,73.0,Dorr,Houston Dorr,,,0.0,0.0,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,210.0
0,3,,11,1979-05-12,Louis,71.0,Taylor,Louis Taylor,BeastMode,74.0,1.24,2.06,Orthodox,0.32,0.68,0.0,0.28,2.48,1.0,185.0
0,1,,9,1987-07-05,Ricardo,66.0,Palacios,Ricardo Palacios,El Gallero,,3.27,7.73,Orthodox,0.53,0.59,0.0,0.0,0.0,1.0,145.0
0,10,1.0,35,1980-08-04,Iuri,69.0,Alcantara,Iuri Alcantara,Marajo,71.0,2.79,2.72,Southpaw,0.45,0.49,0.8,0.62,1.44,0.6,135.0
0,11,,8,1974-08-06,Olaf,74.0,Alfonso,Olaf Alfonso,,,5.33,0.74,Orthodox,0.26,0.37,0.6,0.0,0.0,0.22,170.0
0,5,,5,1988-04-30,Sarah,67.0,Moras,Sarah Moras,Cheesecake,67.0,3.18,1.85,,0.37,0.44,0.9,0.22,0.95,0.38,135.0
0,0,,0,,Jordan,,Goodwin,Jordan Goodwin,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,155.0
0,9,,19,1984-08-28,Rick,69.0,Story,Rick Story,The Horror,71.0,2.17,3.8,Southpaw,0.41,0.62,0.9,0.48,2.53,0.63,170.0
0,4,,2,1976-12-27,Melchor,65.0,Manibusan,Melchor Manibusan,Barracuda,,5.79,1.58,Southpaw,0.54,0.15,0.0,0.0,0.0,0.0,154.0
0,1,,0,,Thomas,73.0,Ramirez,Thomas Ramirez,,,0.0,0.0,Sideways,0.0,0.0,0.0,0.0,0.0,0.0,410.0
0,11,,21,1978-06-02,Roan,71.0,Carneiro,Roan Carneiro,Jucao,74.0,1.82,1.46,Orthodox,0.46,0.62,1.4,0.42,3.05,0.83,170.0
1,19,,27,1973-12-02,Laverne,71.0,Clark,Laverne Clark,,,0.0,0.0,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,170.0
0,5,,17,1993-08-18,Sergio,66.0,Pettis,Sergio Pettis,The Phenom,69.0,2.93,3.68,Orthodox,0.37,0.64,0.4,0.4,0.92,0.67,135.0
0,4,,11,1981-11-30,Jon,71.0,Koppenhaver,Jon Koppenhaver,War Machine,,3.17,2.32,Orthodox,0.6,0.43,0.0,0.5,1.16,0.4,170.0
0,5,,8,1979-12-19,Guido,66.0,Cannetti,Guido Cannetti,Ninja,68.0,1.95,2.8,Southpaw,0.52,0.51,0.3,0.5,2.8,0.75,135.0
1,1,,14,1984-01-23,Rodolfo,66.0,Marques Diniz,Rodolfo Marques Diniz,,,2.36,1.08,,0.32,0.33,1.8,0.0,0.0,0.5,135.0
0,4,,12,1982-09-08,TJ,,Cook,TJ Cook,,,3.18,2.3,,0.47,0.54,0.0,0.5,1.01,0.0,205.0
0,3,,11,1984-07-19,Mark,69.0,Dickman,Mark Dickman,Tricky,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,145.0
0,8,,11,1974-09-22,Bob,77.0,Sapp,Bob Sapp,The Beast,,1.88,3.19,Orthodox,0.55,0.49,0.0,1.0,0.58,0.72,350.0
1,3,,8,1991-03-12,Rodrigo,67.0,de Lima,Rodrigo de Lima,Monstro,75.0,5.5,1.29,Orthodox,0.33,0.32,1.3,0.36,2.66,0.0,155.0
0,5,1.0,18,1983-06-03,Linton,76.0,Vassell,Linton Vassell,The Swarm,,2.13,3.39,,0.37,0.54,0.0,0.5,2.46,0.5,205.0
0,4,,11,1974-07-20,Aaron,72.0,Simpson,Aaron Simpson,A-Train,73.0,2.53,3.6,Orthodox,0.52,0.56,0.5,0.34,3.78,0.83,170.0
1,1,,6,1973-11-24,Bret,69.0,Bergmark,Bret Bergmark,The Angry Hick,,2.78,2.78,,0.52,0.37,4.2,1.0,4.17,0.5,170.0
1,7,,4,,John,70.0,Salgado,John Salgado,Greco,,1.86,0.99,,0.5,0.4,0.0,0.0,0.0,0.5,170.0
0,7,1.0,10,1974-07-19,Jeremiah,73.0,Constant,Jeremiah Constant,,,3.25,1.5,Orthodox,0.75,0.43,7.5,0.0,0.0,0.0,240.0
0,11,,19,1983-09-15,Fernando,69.0,Gonzalez,Fernando Gonzalez,The Menifee Maniac,68.0,4.22,4.18,Southpaw,0.44,0.65,1.5,0.25,0.6,0.43,170.0
0,3,,0,,Israel,,Albuquerque,Israel Albuquerque,,,3.34,0.32,Orthodox,0.13,0.25,0.0,0.0,0.0,0.0,185.0
